nearest_level,wick_favor,level_sweep_favor,hold_bars,structure_align,event_recency,body_favor,vwap_streak,touch_count,ribbon_slope_favor,abs_level_dist,episode_id,entry_ts,bias,pnl,qty,spy_entry,spy_exit,dir_ok,year,is_test
PDH,0.052631578947321185,0.0,3.0,0.0,0.0,0.49122807017549636,1.0,0.0,0.14262242141502846,0.43679909695468755,989,2022-09-12 09:45:32,bull,100.0,1,409.29,409.75,1,2022,False
PDH,0.2643678160919736,0.0,6.0,0.0,0.0,-0.712643678160921,5.0,0.0,0.10282721373660042,0.7926185860469781,990,2022-09-12 10:09:25,bull,150.0,2,410.74,411.48,1,2022,False
PDH,0.080645161290432,0.0,6.0,-1.0,-0.16666666666666666,-0.8225806451612696,-7.0,0.0,-0.04015532640672115,0.376677872935649,992,2022-09-12 12:21:18,bull,45.00000000000001,1,409.045,410.65,1,2022,False
PDL,0.5617977528089615,0.0,3.0,0.0,0.0,-0.2359550561798047,3.0,0.0,0.611846833204921,1.6719706242349974,993,2022-09-13 09:48:53,bear,290.00000000000006,1,401.67,400.915,1,2022,False
PDL,0.311827956989267,0.0,6.0,1.0,1.0,0.5376344086021466,12.0,0.0,-0.06582854995180742,2.1884944920440685,994,2022-09-13 10:35:12,bear,52.0,2,399.56,398.3,1,2022,False
PDL,0.13999999999998636,0.0,6.0,1.0,0.25,0.7999999999999545,12.0,0.0,-0.0229521919343334,2.496940024479799,995,2022-09-13 10:50:04,bear,29.999999999999982,2,398.3,398.33,0,2022,False
PDC,0.08441558441558034,1.0,0.0,0.0,0.0,-0.7045454545454319,4.0,4.0,0.08324779321087217,0.04070936060860397,996,2022-09-14 10:37:59,bear,-205.0,1,393.19,394.17,0,2022,False
PDC,0.2599999999999909,0.0,0.0,0.0,0.0,-0.5099999999999909,-2.0,5.0,-0.0843355838971993,0.42235961631427177,997,2022-09-14 10:46:30,bear,-380.0,2,394.69,395.61,0,2022,False
PDC,0.19379844961240858,0.0,5.0,1.0,1.0,0.7751937984496343,4.0,5.0,0.1294029901832361,0.6564384398137557,998,2022-09-14 10:59:03,bull,-210.00000000000009,2,395.61,395.21,0,2022,False
PDL,0.2734374999999792,0.0,6.0,-1.0,-1.0,-0.7265625000000209,-7.0,0.0,-0.09953253916460403,0.1559504026588332,1000,2022-09-15 10:58:40,bull,-255.00000000000003,3,391.76,391.38,0,2022,False
PDL,0.1526315789473511,1.0,1.0,-1.0,-0.16666666666666666,0.8473684210526489,-12.0,3.0,-0.04292111974095736,0.12271507094465672,1001,2022-09-15 11:20:19,bull,89.99999999999994,2,391.63,392.15,1,2022,False
PDL,0.0,0.0,0.0,0.0,0.0,0.40972222222224497,-6.0,0.0,0.010970897057960283,1.388853167356796,1004,2022-09-16 10:14:03,bull,-440.00000000000006,2,383.41,383.7,1,2022,False
PDC,0.1595092024539826,0.0,0.0,0.0,0.0,-0.8404907975460174,7.0,1.0,0.00531252731628129,0.3579023808288784,1005,2022-09-19 10:07:08,bull,140.00000000000003,1,384.2,384.46,1,2022,False
PDH,0.16363636363643505,0.0,1.0,1.0,1.0,0.7999999999999586,1.0,10.0,0.00686302353704038,0.06735576798528875,1008,2022-09-21 13:35:18,bull,105.0,1,386.27,386.48,1,2022,False
PDL,0.2706766917292629,0.0,6.0,0.0,0.0,0.646616541353429,6.0,0.0,0.21283742270047368,1.5274635537289583,1010,2022-09-23 10:00:07,bear,-315.00000000000006,3,367.79,368.3,0,2022,False
PDC,0.01204819277107361,1.0,0.0,0.0,0.0,-0.5301204819277183,5.0,6.0,-0.008428835749718644,0.0461718134658784,1011,2022-09-26 10:13:54,bull,165.0,1,368.02,368.92,1,2022,False
PDC,0.006818181818175653,0.0,0.0,0.0,0.0,0.690909090909112,4.0,0.0,0.07627871083948357,0.7383416133724952,1012,2022-09-27 10:06:16,bear,100.0,1,367.02,366.23,1,2022,False
PDC,0.5777777777776992,0.0,5.0,1.0,0.3333333333333333,-0.33333333333337545,12.0,9.0,0.08477845566894349,0.3500937258793746,1014,2022-09-30 10:48:31,bull,210.0,1,364.03,364.7,1,2022,False
PDH,0.021390374331561695,0.0,0.0,1.0,1.0,0.7433155080213812,1.0,0.0,0.1196548446492196,0.9075501612815007,1017,2022-10-03 10:09:01,bull,119.99999999999996,1,362.5,364.33,1,2022,False
PDH,0.0,0.0,6.0,0.0,0.0,1.0,12.0,0.0,-0.1222436661948878,2.2358495685678603,1018,2022-10-04 10:38:34,bull,-210.0,1,376.78,376.7,0,2022,False
PDC,0.0,0.0,0.0,-1.0,-0.2,0.7704918032786229,-12.0,10.0,0.02856715550758615,0.15648577656066642,1021,2022-10-12 12:17:50,bear,-10.0,1,358.42,356.52,1,2022,False
PDL,0.04166666666662719,0.0,0.0,1.0,0.16666666666666666,-0.677083333333284,-3.0,10.0,-0.027633797403392446,0.00786658275645502,1022,2022-10-27 13:35:13,bull,-1.0,1,381.33,380.07,0,2022,False
PDL,0.333333333333348,0.0,0.0,0.0,0.0,0.666666666666652,-2.0,4.0,-0.09663172906007045,0.18601767167881755,1024,2023-03-15 10:05:33,bull,-17.999999999999993,1,386.34,385.88,0,2023,True
PDL,0.0,0.0,0.0,-1.0,-0.2,0.30481283422458266,-12.0,7.0,0.12016714067598633,0.2079780912520035,1025,2023-03-15 11:13:47,bull,-180.00000000000003,1,386.255,384.77,0,2023,True
PDL,0.8333333333333685,0.0,6.0,1.0,0.25,0.05555555555550877,6.0,10.0,0.0729387135995796,0.5838888027695943,1026,2023-03-15 12:21:04,bear,-70.0,1,384.8,386.395,0,2023,True
PDL,0.005291005291000517,0.0,6.0,-1.0,-0.16666666666666666,-0.9947089947089994,-8.0,0.0,-0.08660787965867334,0.8801449650530646,1027,2023-03-17 10:47:07,bull,-60.0,1,389.7,390.12,1,2023,True
PDL,0.47770700636944613,0.0,6.0,0.0,0.0,0.17834394904457584,12.0,0.0,0.08939710582291926,1.0583348383601199,1028,2023-05-02 10:33:13,bear,4.0,1,410.88,409.68,1,2023,True
PDC,0.038461538461504824,0.0,4.0,1.0,0.5,0.8076923076922572,1.0,10.0,0.015101328247579815,0.13812154696132284,1029,2023-05-08 11:33:07,bear,-7.000000000000001,1,412.11,412.8,0,2023,True
PDH,0.1355932203390451,0.0,6.0,1.0,0.038461538461538464,0.8135593220338853,12.0,10.0,-0.012424816403577843,0.29313435728475223,1031,2023-05-25 13:18:19,bull,140.00000000000003,1,413.99,414.39,1,2023,True
PDH,0.22222222222220217,0.0,6.0,1.0,0.2,-0.7777777777777978,12.0,10.0,0.004546326435561632,0.5814235185813255,1032,2023-05-25 14:26:52,bull,-400.0,2,415.18,415.08,0,2023,True
PDH,0.5483870967741462,0.0,6.0,-1.0,-0.5,-0.4516129032258538,12.0,10.0,-0.060352872564295446,0.37792528707787376,1033,2023-05-25 14:42:07,bull,104.99999999999994,3,414.34,415.51,1,2023,True
PDH,0.2967032967032871,0.0,0.0,0.0,0.0,0.6813186813187101,-4.0,2.0,-0.10466677156679705,0.21390631384141656,1034,2023-05-26 09:50:11,bear,-240.0,1,416.96,417.02,0,2023,True
PDH,0.08333333333326316,0.0,0.0,-1.0,-0.1111111111111111,-0.6018518518518714,-12.0,2.0,-0.005901202138836048,0.8351960006729664,1035,2023-05-26 10:53:00,bear,-50.0,1,419.545,418.78,1,2023,True
PDH,0.48529411764711416,0.0,0.0,0.0,0.0,0.3088235294117315,2.0,0.0,-0.11533230753848489,0.2352885255252346,1036,2023-05-30 09:46:26,bear,41.99999999999999,3,421.75,420.6,1,2023,True
PDH,0.7804878048780928,1.0,6.0,0.0,0.0,0.21951219512190726,12.0,8.0,0.02075787976795196,0.035649776594726124,1038,2023-05-30 10:57:42,bear,540.0,2,420.61,420.23,1,2023,True
PDL,0.7199999999999136,0.0,6.0,0.0,0.0,0.04000000000007731,12.0,5.0,-0.043400766284407144,0.46088451619066273,1040,2023-05-31 11:00:30,bear,110.0,1,416.83,416.78,1,2023,True
PDL,0.23076923076902897,0.0,6.0,-1.0,-0.1111111111111111,-0.6666666666669582,-10.0,5.0,-0.017513454826678654,0.08358009360969199,1041,2023-05-31 14:12:39,bear,129.99999999999997,1,418.41,418.325,1,2023,True
PDC,0.38144329896906615,0.0,6.0,0.0,0.0,-0.4329896907215951,4.0,1.0,0.033136226537588964,0.16034078399463914,1042,2023-06-01 10:02:02,bear,-330.00000000000006,2,417.19,418.07,0,2023,True
PDC,0.0649350649350074,1.0,2.0,0.0,0.0,0.5064935064935008,2.0,2.0,0.039303132272672237,0.05025606662518722,1043,2023-06-01 10:12:59,bull,1395.0,5,418.07,419.145,1,2023,True
PDH,0.2598039215686187,0.0,4.0,0.0,0.0,-0.6225490196078454,-1.0,0.0,0.1850323299587675,0.5852170623285691,1044,2023-06-02 09:54:26,bull,-330.0,3,425.395,425.28,0,2023,True
PDH,0.30107526881715435,0.0,6.0,0.0,0.0,0.0752688172043497,-5.0,0.0,-0.056094955694918625,0.44689302941454123,1045,2023-06-02 10:10:59,bull,719.9999999999999,3,424.81,426.82,1,2023,True
PDH,0.8,0.0,6.0,1.0,0.5,0.01818181818179939,12.0,0.0,0.00608017524708071,1.1255083703773705,1047,2023-06-02 12:47:27,bull,-59.99999999999999,2,427.68,428.065,1,2023,True
PDH,0.3013698630137285,0.0,6.0,1.0,0.125,-0.6986301369862715,12.0,0.0,-0.01423506156468246,1.1538825309751255,1048,2023-06-02 13:17:27,bull,125.0,2,427.8,428.295,1,2023,True
PDH,0.14285714285702686,0.0,0.0,1.0,1.0,0.7142857142859463,-12.0,0.0,0.03342697459802757,1.0994987231627729,1049,2023-06-02 14:18:31,bear,-84.99999999999999,1,427.57,427.61,0,2023,True
PDH,0.0,0.0,6.0,1.0,0.5,-0.6447368421052828,12.0,0.0,0.008891915462005962,1.283930767048136,1050,2023-06-02 15:13:39,bull,-140.0,2,428.35,428.335,0,2023,True
PDH,0.07999999999992724,0.0,0.0,1.0,1.0,0.8000000000001819,-12.0,0.0,0.015135129349319598,1.2224534190863334,1051,2023-06-02 15:32:06,bear,-80.0,1,428.09,428.095,0,2023,True
PDC,0.4230769230769533,0.0,0.0,1.0,1.0,0.3923076923076647,2.0,0.0,0.026812393759700903,0.038575286100028805,1053,2023-06-05 10:15:33,bear,-839.0,3,427.9,428.665,0,2023,True
PDH,0.0,0.0,6.0,1.0,0.16666666666666666,0.6190476190474902,12.0,10.0,0.004171913686934481,0.07813775569704973,1055,2023-06-05 11:55:22,bull,-210.0000000000001,3,429.065,428.915,0,2023,True
PDC,0.1348314606741645,1.0,2.0,0.0,0.0,-0.15730337078650394,7.0,1.0,0.046543450670488706,0.030437836572239085,1056,2023-06-06 10:16:35,bull,119.99999999999991,2,427.23,427.52,1,2023,True
PDC,0.8124999999999408,0.0,6.0,1.0,0.3333333333333333,0.020833333333313594,12.0,3.0,0.04291162178513552,0.22477171622570236,1057,2023-06-06 11:04:03,bull,-200.0,2,428.06,427.93,0,2023,True
PDC,0.08695652173906596,0.0,0.0,-1.0,-0.05,0.6956521739132692,-12.0,4.0,0.02450750808351554,0.12877546242096027,1058,2023-06-06 12:29:52,bear,210.00000000000009,1,427.65,427.365,1,2023,True
PDC,0.38461538461540146,1.0,1.0,-1.0,-0.04,0.6153846153845985,3.0,5.0,0.036339885959602025,0.0023413720440235153,1059,2023-06-06 12:51:11,bear,100.0,1,427.09,427.165,0,2023,True
PDC,0.19642857142861492,1.0,2.0,1.0,1.0,0.8035714285713851,1.0,10.0,0.02610783761474167,0.07024116132052782,1060,2023-06-06 14:31:19,bull,50.0,1,427.4,427.86,1,2023,True
PDH,0.7045454545454634,0.0,0.0,0.0,0.0,0.20454545454539877,3.0,3.0,0.04681608488132927,0.02333395557214679,1062,2023-06-07 10:19:15,bear,220.00000000000003,2,428.66,428.18,1,2023,True
PDH,0.045977011494210816,1.0,2.0,1.0,0.5,-0.5632183908046052,6.0,6.0,0.05172766999610445,0.043167817808476006,1063,2023-06-07 10:34:27,bear,250.00000000000009,2,428.375,428.12,1,2023,True
PDL,0.0,0.0,0.0,1.0,0.14285714285714285,-0.9166666666665877,12.0,2.0,0.008909591393546634,0.10797234968957792,1064,2023-06-07 13:47:40,bear,-120.0,1,426.495,426.455,1,2023,True
PDL,0.43859649122811917,0.0,6.0,-1.0,-0.1111111111111111,0.36842105263148445,-12.0,3.0,0.014091455121689744,0.09858344971656052,1065,2023-06-07 13:57:50,bull,-239.99999999999997,3,426.455,426.99,1,2023,True
PDL,0.5420560747663681,1.0,1.0,0.0,0.0,0.24299065420558763,5.0,1.0,0.024233517420124695,0.0140802102644777,1066,2023-06-08 09:55:48,bear,-630.0000000000001,3,426.07,426.69,0,2023,True
PDC,0.9032258064513526,1.0,3.0,0.0,0.0,0.09677419354864736,3.0,8.0,0.03701419835618891,0.0937712450477246,1067,2023-06-08 10:16:22,bull,-150.0,5,426.97,427.26,1,2023,True
PDC,0.034090909091007454,0.0,6.0,0.0,0.0,0.6931818181817081,9.0,8.0,0.014920557537445589,0.22505098811449464,1068,2023-06-08 10:46:06,bull,319.99999999999994,5,427.53,427.94,1,2023,True
PDC,0.0,0.0,6.0,1.0,0.1111111111111111,-0.8918918918919583,12.0,8.0,-0.02259466070453353,0.3281993576669695,1069,2023-06-08 12:13:45,bull,33.00000000000001,3,427.97,428.41,1,2023,True
PDH,0.10204081632655192,0.0,3.0,0.0,0.0,0.28571428571425256,2.0,0.0,0.08025919787681968,0.25839793281654533,1070,2023-06-09 09:45:32,bull,120.0,2,430.68,431.12,1,2023,True
PDH,0.1764705882353597,0.0,6.0,0.0,0.0,-0.17647058823524822,7.0,0.0,0.020264898700905754,0.386432944572479,1071,2023-06-09 10:12:42,bull,120.0,2,431.23,431.89,1,2023,True
PDH,0.4363636363636439,0.0,6.0,0.0,0.0,-0.45454545454544515,12.0,0.0,-0.04916104995453807,0.3701375794399109,1072,2023-06-09 10:46:43,bull,-80.00000000000003,1,431.16,431.005,0,2023,True
PDH,0.0,0.0,0.0,0.0,0.0,0.155555555555651,2.0,0.0,0.07040064529184598,0.3096119375189055,1073,2023-06-09 10:58:32,bear,-190.00000000000003,2,430.9,431.04,0,2023,True
PDH,0.0,0.0,6.0,0.0,0.0,-0.47826086956510994,-1.0,0.0,-0.04597476991108351,0.34220266778406394,1074,2023-06-09 11:09:05,bull,-289.99999999999994,2,431.04,431.2,1,2023,True
PDC,0.16923076923079614,0.0,0.0,0.0,0.0,0.38461538461539807,2.0,0.0,0.020424330476531694,0.07558315309657004,1075,2023-06-12 10:42:20,bear,-280.0,2,430.315,430.695,0,2023,True
PDC,0.0,0.0,6.0,1.0,1.0,0.9375000000000592,2.0,0.0,0.013054974324688828,0.2162840996302151,1076,2023-06-12 11:35:08,bull,79.99999999999999,1,430.92,431.42,1,2023,True
PDH,0.10309278350517519,0.0,0.0,0.0,0.0,-0.5360824742267702,-5.0,0.0,0.0270069409784357,0.5266736582498766,1077,2023-06-13 11:13:03,bear,-240.00000000000003,3,436.14,436.83,0,2023,True
PDH,0.08139534883726618,0.0,0.0,-1.0,-0.2,0.7790697674418006,-10.0,0.0,0.014212671454871817,0.5958211844971251,1078,2023-06-13 11:36:03,bear,-360.0000000000001,3,436.44,436.405,1,2023,True
PDH,0.0,0.0,0.0,-1.0,-0.1111111111111111,-0.7692307692307961,-12.0,0.0,0.018168455086242652,0.6499867467241405,1079,2023-06-13 11:59:38,bear,-1000.0,5,436.675,436.565,1,2023,True
PDH,0.5405405405405032,0.0,6.0,0.0,0.0,0.040540540540656804,12.0,5.0,-0.012608585719742216,0.0914662032379221,1080,2023-06-14 10:31:54,bull,173.99999999999994,10,437.72,438.66,1,2023,True
PDC,0.0,0.0,0.0,0.0,0.0,0.7647058823529707,-6.0,2.0,-0.06904754695050697,0.30050385232381904,1084,2023-06-16 10:01:12,bull,-860.0000000000001,5,441.26,441.2,0,2023,True
PDL,0.14062500000005274,0.0,0.0,0.0,0.0,0.8124999999999889,1.0,0.0,-0.05974830202249981,0.21982778258691216,1085,2023-06-20 09:51:26,bull,-359.99999999999994,2,438.015,436.15,0,2023,True
PDL,0.3636363636364012,0.0,0.0,-1.0,-0.14285714285714285,0.03636363636359878,-7.0,10.0,-0.004027836741593571,0.08964898972484425,1086,2023-06-21 11:16:18,bull,135.0,1,434.64,435.825,1,2023,True
PDC,0.0,1.0,1.0,1.0,1.0,0.9947643979057639,8.0,3.0,0.06646817983391173,0.19776934575139737,1087,2023-06-22 10:19:31,bull,-270.0,2,435.71,435.04,0,2023,True
PDL,0.1500000000000142,1.0,1.0,0.0,0.0,0.8374999999999965,6.0,5.0,0.04357068993069424,0.06802877963287823,1088,2023-06-23 10:23:43,bull,-38.99999999999999,3,433.935,433.565,0,2023,True
PDC,0.7179487179487142,0.0,6.0,1.0,0.25,-0.23076923076914108,10.0,3.0,0.05503451021172667,0.23488096324000285,1089,2023-07-10 10:22:45,bull,-10.0,1,439.55,439.65,1,2023,True
PDH,0.23943661971840008,1.0,0.0,0.0,0.0,-0.7042253521126399,11.0,10.0,0.0024162447348263782,0.02201964152023228,1090,2023-07-24 11:07:25,bull,-5.0,1,454.04,454.19,1,2023,True
PDL,0.37500000000003947,0.0,6.0,0.0,0.0,0.47916666666660745,8.0,0.0,0.013101977622520522,0.3160457428750152,1091,2023-09-15 10:14:36,bear,390.0,3,446.305,444.92,1,2023,True
PDL,0.07142857142851343,0.0,0.0,-1.0,-0.041666666666666664,0.9285714285714866,-12.0,0.0,0.027821298573704745,0.8532118288215984,1092,2023-09-15 15:04:23,bull,-30.000000000000004,1,443.9,443.57,0,2023,True
PDC,0.04878048780496935,0.0,6.0,1.0,0.0,0.6951219512193921,8.0,10.0,1.2917590996863737e-06,0.10151024689548649,1093,2023-09-18 11:23:00,bull,210.00000000000009,2,443.755,444.055,1,2023,True
PDH,0.75,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0715748595907506,0.18500970172825593,1094,2023-09-20 09:47:27,bull,-320.0000000000001,2,444.04,444.09,1,2023,True
PDL,0.03999999999996362,0.0,0.0,0.0,0.0,0.9133333333333363,1.0,0.0,0.08530133985360511,0.7082088360741756,1095,2023-09-21 10:41:52,bull,-330.00000000000006,6,435.325,434.54,0,2023,True
PDH,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,12.0,0.0,0.02701100205144691,0.4312520071569459,1096,2023-09-22 11:40:59,bull,-230.0,2,434.06,432.91,0,2023,True
PDC,0.07926829268292472,0.0,6.0,1.0,1.0,0.7560975609756216,8.0,10.0,0.029353106349838676,0.2963186762108494,1097,2023-09-25 11:49:40,bull,-60.0,1,431.555,431.34,0,2023,True
PDL,0.40909090909090123,0.0,6.0,-1.0,-0.5,0.5909090909090987,12.0,3.0,-0.05776159179176066,0.5347593582887611,1098,2023-10-03 12:36:56,bear,-90.0,1,422.22,421.68,1,2023,True
