c,h,l,n,o,t,v,vw
438.89,438.89,438.58,117,438.66,2021-09-22T15:40:00Z,16917,438.734882
438.8,439.05,438.79,91,438.88,2021-09-22T15:45:00Z,10845,438.911912
438.7,439.54,438.4,191,438.86,2021-09-22T15:50:00Z,28603,439.08392
438.97,439.07,438.8,84,438.8,2021-09-22T15:55:00Z,10359,438.958466
438.79,438.87,438.69,58,438.86,2021-09-22T16:00:00Z,6300,438.792461
438.555,438.9,438.51,127,438.8,2021-09-22T16:05:00Z,23043,438.779912
438.61,438.74,438.55,58,438.6,2021-09-22T16:10:00Z,7545,438.6575
438.515,438.72,438.515,69,438.62,2021-09-22T16:15:00Z,8770,438.591471
438.75,438.82,438.67,68,438.67,2021-09-22T16:20:00Z,7822,438.732957
438.82,438.84,438.73,68,438.79,2021-09-22T16:25:00Z,7065,438.79601
438.9,438.98,438.81,132,438.81,2021-09-22T16:30:00Z,14529,438.914017
438.855,439.03,438.84,87,438.93,2021-09-22T16:35:00Z,8888,438.935688
438.67,438.89,438.67,75,438.89,2021-09-22T16:40:00Z,5927,438.741973
438.64,438.8,438.62,82,438.72,2021-09-22T16:45:00Z,11600,438.704608
438.36,438.745,438.35,114,438.67,2021-09-22T16:50:00Z,13572,438.607196
438.47,438.52,438.315,148,438.34,2021-09-22T16:55:00Z,18215,438.399724
438.14,438.45,438.14,145,438.41,2021-09-22T17:00:00Z,14815,438.284775
438.01,438.27,438.01,85,438.13,2021-09-22T17:05:00Z,10088,438.132005
437.92,438.06,437.91,77,438.01,2021-09-22T17:10:00Z,7672,437.989998
437.99,438.11,437.81,62,437.975,2021-09-22T17:15:00Z,7663,437.950791
438.09,438.13,438.0,51,438.0,2021-09-22T17:20:00Z,7393,438.063333
438.295,438.35,438.12,54,438.12,2021-09-22T17:25:00Z,7846,438.250373
438.37,438.43,438.23,52,438.255,2021-09-22T17:30:00Z,5615,438.34
438.12,438.38,437.97,99,438.375,2021-09-22T17:35:00Z,14716,438.091234
438.115,438.2,438.005,72,438.09,2021-09-22T17:40:00Z,8253,438.099668
437.92,438.175,437.92,34,438.07,2021-09-22T17:45:00Z,2190,438.026702
437.755,437.89,437.55,109,437.89,2021-09-22T17:50:00Z,10759,437.697427
437.99,438.02,437.645,74,437.69,2021-09-22T17:55:00Z,22206,437.848857
439.28,439.42,437.0,219,437.61,2021-09-22T18:00:00Z,36277,438.297555
438.94,439.58,438.42,117,439.38,2021-09-22T18:05:00Z,22067,438.883356
439.64,439.64,438.88,123,438.88,2021-09-22T18:10:00Z,13072,439.256126
439.3,440.02,439.3,202,439.68,2021-09-22T18:15:00Z,32646,439.908177
438.97,439.62,438.72,100,439.46,2021-09-22T18:20:00Z,13228,439.123798
439.49,439.51,438.83,70,438.97,2021-09-22T18:25:00Z,10352,439.100641
439.36,439.59,438.98,76,439.58,2021-09-22T18:30:00Z,11688,439.401622
438.58,439.5,438.52,143,439.365,2021-09-22T18:35:00Z,16752,438.927421
438.285,438.695,437.9,135,438.46,2021-09-22T18:40:00Z,24888,438.286548
437.295,438.36,437.255,146,438.13,2021-09-22T18:45:00Z,27207,437.658724
437.86,437.95,436.64,130,437.16,2021-09-22T18:50:00Z,34452,437.133912
437.63,437.87,437.175,115,437.695,2021-09-22T18:55:00Z,18120,437.49106
437.49,437.79,437.15,68,437.455,2021-09-22T19:00:00Z,10550,437.527943
437.84,437.87,437.21,107,437.67,2021-09-22T19:05:00Z,19303,437.602625
438.835,438.85,437.77,93,437.77,2021-09-22T19:10:00Z,15001,438.520696
439.37,439.4,438.73,103,438.83,2021-09-22T19:15:00Z,24399,439.046794
439.265,439.7,439.18,118,439.375,2021-09-22T19:20:00Z,45299,439.376015
439.015,439.295,438.875,136,439.295,2021-09-22T19:25:00Z,30544,439.100598
438.47,439.05,438.23,163,439.05,2021-09-22T19:30:00Z,23384,438.636755
439.21,439.21,438.42,239,438.42,2021-09-22T19:35:00Z,33050,438.96088
438.43,439.23,438.35,205,439.145,2021-09-22T19:40:00Z,22174,438.768046
438.12,438.61,438.08,209,438.39,2021-09-22T19:45:00Z,23833,438.337781
438.175,438.46,437.69,410,438.07,2021-09-22T19:50:00Z,62950,438.162622
437.85,438.22,437.55,649,438.17,2021-09-22T19:55:00Z,73187,437.813
437.92,437.99,437.66,7,437.68,2021-09-22T20:00:00Z,3103,437.842842
437.92,437.92,437.9,2,437.9,2021-09-22T20:05:00Z,1000,437.91
437.99,438.02,437.79,7,437.79,2021-09-22T20:10:00Z,1903,437.945042
438.04,438.09,438.04,5,438.04,2021-09-22T20:15:00Z,2002,438.0525
438.06,438.06,438.06,1,438.06,2021-09-22T20:20:00Z,500,438.06
437.96,437.96,437.96,1,437.96,2021-09-22T20:25:00Z,500,437.96
437.92,437.96,437.92,2,437.96,2021-09-22T20:30:00Z,200,437.94
437.96,437.96,437.96,1,437.96,2021-09-22T20:45:00Z,500,437.96
440.35,440.35,440.35,1,440.35,2021-09-23T12:40:00Z,500,440.35
439.93,439.93,439.93,1,439.93,2021-09-23T12:55:00Z,500,439.93
439.8,439.8,439.8,2,439.8,2021-09-23T13:00:00Z,300,439.8
439.3,439.3,439.3,1,439.3,2021-09-23T13:05:00Z,300,439.3
439.34,439.34,439.02,21,439.31,2021-09-23T13:10:00Z,6310,439.169663
439.47,439.47,439.47,1,439.47,2021-09-23T13:15:00Z,300,439.47
439.66,439.66,439.66,2,439.66,2021-09-23T13:20:00Z,1000,439.66
439.83,439.83,439.81,4,439.81,2021-09-23T13:25:00Z,900,439.82
440.145,440.485,439.66,196,439.81,2021-09-23T13:30:00Z,25984,440.119616
441.54,441.54,440.14,196,440.14,2021-09-23T13:35:00Z,24568,440.947077
441.785,442.045,441.28,249,441.65,2021-09-23T13:40:00Z,43435,441.688528
442.37,442.43,441.795,199,441.805,2021-09-23T13:45:00Z,33201,442.137691
442.275,442.54,442.075,221,442.45,2021-09-23T13:50:00Z,33966,442.331399
442.195,442.81,442.195,180,442.35,2021-09-23T13:55:00Z,24952,442.506553
442.91,443.235,442.305,157,442.34,2021-09-23T14:00:00Z,35143,442.932828
442.895,443.145,442.82,138,442.975,2021-09-23T14:05:00Z,18885,443.001467
443.185,443.19,442.825,106,442.9,2021-09-23T14:10:00Z,10105,443.038655
443.175,443.545,442.985,275,443.28,2021-09-23T14:15:00Z,37377,443.238058
443.38,443.49,443.145,274,443.17,2021-09-23T14:20:00Z,23268,443.308126
443.28,443.635,443.28,214,443.42,2021-09-23T14:25:00Z,25459,443.432661
443.29,443.365,442.91,199,443.28,2021-09-23T14:30:00Z,23630,443.150744
443.03,443.43,442.84,102,443.275,2021-09-23T14:35:00Z,14914,443.163144
442.98,443.17,442.92,81,443.055,2021-09-23T14:40:00Z,9232,443.01423
443.56,443.64,443.0,68,443.0,2021-09-23T14:45:00Z,6538,443.404651
443.87,443.88,443.56,69,443.56,2021-09-23T14:50:00Z,6286,443.725831
443.76,443.865,443.58,132,443.865,2021-09-23T14:55:00Z,16535,443.729298
443.33,443.68,443.33,81,443.59,2021-09-23T15:00:00Z,8065,443.494767
443.31,443.615,443.215,109,443.415,2021-09-23T15:05:00Z,13773,443.402473
443.44,443.54,443.22,81,443.315,2021-09-23T15:10:00Z,8050,443.441986
443.14,443.47,443.14,155,443.47,2021-09-23T15:15:00Z,23559,443.286273
443.03,443.105,442.85,99,443.07,2021-09-23T15:20:00Z,14448,442.983055
443.39,443.43,443.05,145,443.05,2021-09-23T15:25:00Z,28836,443.317049
443.48,443.62,443.29,131,443.37,2021-09-23T15:30:00Z,21342,443.44787
443.685,443.755,443.37,128,443.435,2021-09-23T15:35:00Z,19952,443.584938
443.4,443.675,443.19,168,443.675,2021-09-23T15:40:00Z,27128,443.433164
443.32,443.43,443.19,90,443.35,2021-09-23T15:45:00Z,11682,443.313779
443.6,443.6,443.2,69,443.355,2021-09-23T15:50:00Z,10604,443.357621
443.73,443.75,443.6,71,443.74,2021-09-23T15:55:00Z,9096,443.690357
443.46,443.75,443.31,63,443.75,2021-09-23T16:00:00Z,5962,443.528148
443.355,443.62,443.355,57,443.485,2021-09-23T16:05:00Z,7819,443.466162
443.59,443.69,443.4,39,443.405,2021-09-23T16:10:00Z,4028,443.545823
443.57,443.68,443.44,55,443.68,2021-09-23T16:15:00Z,4786,443.568562
443.57,443.71,443.56,69,443.58,2021-09-23T16:20:00Z,5970,443.627538
443.705,443.705,443.3,78,443.44,2021-09-23T16:25:00Z,12243,443.545602
443.855,443.885,443.69,87,443.69,2021-09-23T16:30:00Z,9813,443.817643
443.81,443.99,443.81,124,443.86,2021-09-23T16:35:00Z,23383,443.907754
443.97,444.01,443.86,91,443.92,2021-09-23T16:40:00Z,9015,443.927195
443.96,444.11,443.84,110,443.99,2021-09-23T16:45:00Z,12978,443.969479
443.96,444.05,443.925,84,443.96,2021-09-23T16:50:00Z,11883,443.992763
443.73,444.01,443.68,75,444.01,2021-09-23T16:55:00Z,6860,443.824219
444.06,444.06,443.74,61,443.75,2021-09-23T17:00:00Z,5263,443.914221
444.39,444.39,444.03,93,444.055,2021-09-23T17:05:00Z,20854,444.199379
444.2,444.3,444.08,65,444.3,2021-09-23T17:10:00Z,5594,444.163428
444.33,444.34,444.19,30,444.19,2021-09-23T17:15:00Z,3677,444.272429
444.32,444.39,444.255,81,444.32,2021-09-23T17:20:00Z,5942,444.335494
444.42,444.45,444.28,76,444.34,2021-09-23T17:25:00Z,10202,444.381935
444.54,444.61,444.41,167,444.41,2021-09-23T17:30:00Z,30899,444.51682
444.67,444.685,444.475,82,444.62,2021-09-23T17:35:00Z,10609,444.602697
444.69,444.77,444.51,111,444.73,2021-09-23T17:40:00Z,15334,444.624015
444.65,444.72,444.61,54,444.69,2021-09-23T17:45:00Z,5595,444.662407
444.81,444.81,444.71,93,444.72,2021-09-23T17:50:00Z,11799,444.757953
444.85,444.875,444.715,71,444.81,2021-09-23T17:55:00Z,7526,444.766547
444.72,444.86,444.71,53,444.86,2021-09-23T18:00:00Z,5732,444.785189
444.48,444.8,444.475,116,444.79,2021-09-23T18:05:00Z,22752,444.611772
444.43,444.47,444.33,79,444.44,2021-09-23T18:10:00Z,16614,444.369163
444.36,444.49,444.305,62,444.49,2021-09-23T18:15:00Z,10661,444.354953
444.325,444.44,444.295,27,444.39,2021-09-23T18:20:00Z,2772,444.382778
444.28,444.36,444.245,63,444.32,2021-09-23T18:25:00Z,6954,444.292838
444.33,444.6,444.3,117,444.3,2021-09-23T18:30:00Z,14482,444.492545
444.235,444.3,444.15,72,444.3,2021-09-23T18:35:00Z,8855,444.229536
444.04,444.235,444.01,102,444.235,2021-09-23T18:40:00Z,15424,444.091115
443.945,444.105,443.925,86,444.0,2021-09-23T18:45:00Z,18911,443.961811
444.07,444.16,443.98,87,443.98,2021-09-23T18:50:00Z,12587,444.131981
444.16,444.275,444.07,106,444.08,2021-09-23T18:55:00Z,9416,444.196792
444.245,444.25,444.04,82,444.22,2021-09-23T19:00:00Z,7392,444.160849
443.93,444.25,443.93,90,444.25,2021-09-23T19:05:00Z,8359,444.068896
443.65,443.93,443.65,120,443.93,2021-09-23T19:10:00Z,13602,443.778223
443.77,443.83,443.61,80,443.7,2021-09-23T19:15:00Z,7250,443.723466
443.915,443.93,443.74,137,443.74,2021-09-23T19:20:00Z,18163,443.880335
443.77,443.96,443.77,154,443.92,2021-09-23T19:25:00Z,13457,443.894042
443.9,443.9,443.55,192,443.71,2021-09-23T19:30:00Z,43727,443.73324
443.78,444.0,443.69,147,443.925,2021-09-23T19:35:00Z,12617,443.780497
443.83,443.99,443.61,212,443.77,2021-09-23T19:40:00Z,28879,443.824601
443.62,443.735,443.47,308,443.73,2021-09-23T19:45:00Z,41335,443.610452
443.52,443.62,443.2,375,443.62,2021-09-23T19:50:00Z,63660,443.371677
443.1,443.52,443.07,810,443.52,2021-09-23T19:55:00Z,110742,443.272984
443.14,443.14,443.11,5,443.11,2021-09-23T20:00:00Z,2500,443.122
443.35,443.35,443.14,8,443.17,2021-09-23T20:05:00Z,3300,443.264848
443.45,443.45,443.3,2,443.3,2021-09-23T20:10:00Z,1000,443.375
443.6,443.6,443.6,1,443.6,2021-09-23T20:15:00Z,500,443.6
443.5,443.5,443.43,4,443.43,2021-09-23T20:20:00Z,2000,443.4525
443.16,443.16,443.16,1,443.16,2021-09-23T20:30:00Z,165,443.16
441.0,441.0,441.0,1,441.0,2021-09-24T12:15:00Z,200,441.0
440.94,440.94,440.94,1,440.94,2021-09-24T12:30:00Z,300,440.94
440.79,440.79,440.7,5,440.7,2021-09-24T12:35:00Z,4970,440.777867
440.63,440.63,440.63,1,440.63,2021-09-24T12:45:00Z,100,440.63
440.8,440.8,440.8,1,440.8,2021-09-24T12:55:00Z,500,440.8
440.7,440.7,440.7,1,440.7,2021-09-24T13:05:00Z,500,440.7
441.41,441.41,441.19,7,441.19,2021-09-24T13:25:00Z,1752,441.35121
442.47,442.52,441.25,163,441.35,2021-09-24T13:30:00Z,33510,441.703355
442.51,442.77,442.3,125,442.48,2021-09-24T13:35:00Z,15375,442.569023
443.05,443.14,442.6,99,442.74,2021-09-24T13:40:00Z,12799,442.928603
442.09,443.03,441.93,148,443.03,2021-09-24T13:45:00Z,18629,442.416915
442.675,442.85,442.09,119,442.09,2021-09-24T13:50:00Z,13568,442.580716
443.55,443.64,442.59,92,442.655,2021-09-24T13:55:00Z,9560,443.119364
443.82,443.905,443.645,132,443.78,2021-09-24T14:00:00Z,13603,443.794386
443.43,443.725,443.36,102,443.725,2021-09-24T14:05:00Z,18681,443.502634
443.14,443.45,442.94,50,443.45,2021-09-24T14:10:00Z,6839,443.190641
443.07,443.305,442.98,61,442.98,2021-09-24T14:15:00Z,7547,443.175592
443.57,443.61,443.05,86,443.19,2021-09-24T14:20:00Z,8341,443.314223
443.06,443.54,443.06,52,443.52,2021-09-24T14:25:00Z,5074,443.418214
442.86,443.26,442.86,72,443.1,2021-09-24T14:30:00Z,5435,443.062675
442.96,443.12,442.835,71,442.835,2021-09-24T14:35:00Z,6525,442.939137
442.82,443.22,442.82,38,442.95,2021-09-24T14:40:00Z,3110,443.004677
442.85,442.95,442.44,83,442.71,2021-09-24T14:45:00Z,7739,442.707111
442.36,442.86,442.215,55,442.86,2021-09-24T14:50:00Z,7297,442.444172
442.56,442.76,442.42,46,442.435,2021-09-24T14:55:00Z,4678,442.586408
443.18,443.18,442.63,69,442.64,2021-09-24T15:00:00Z,7429,442.848952
443.2,443.21,442.96,57,443.12,2021-09-24T15:05:00Z,7369,443.13345
442.975,443.2,442.97,62,443.195,2021-09-24T15:10:00Z,8928,443.081582
442.97,443.07,442.81,47,442.945,2021-09-24T15:15:00Z,4582,442.982091
442.66,442.985,442.66,64,442.94,2021-09-24T15:20:00Z,7001,442.879867
442.29,442.675,442.25,77,442.675,2021-09-24T15:25:00Z,7854,442.406842
442.55,442.555,442.3,42,442.36,2021-09-24T15:30:00Z,3732,442.428374
442.55,442.65,442.22,67,442.44,2021-09-24T15:35:00Z,8193,442.452905
442.575,442.66,442.47,49,442.6,2021-09-24T15:40:00Z,8530,442.558186
442.83,442.84,442.55,49,442.555,2021-09-24T15:45:00Z,4333,442.662634
443.375,443.375,442.85,57,442.86,2021-09-24T15:50:00Z,5211,443.083498
443.22,443.32,443.145,33,443.27,2021-09-24T15:55:00Z,3978,443.244643
443.04,443.21,442.97,50,443.21,2021-09-24T16:00:00Z,5362,443.064603
443.22,443.26,443.07,50,443.07,2021-09-24T16:05:00Z,9995,443.205847
443.45,443.45,443.16,56,443.23,2021-09-24T16:10:00Z,6415,443.25598
443.54,443.56,443.33,64,443.34,2021-09-24T16:15:00Z,6027,443.477337
443.46,443.6,443.405,84,443.54,2021-09-24T16:20:00Z,7589,443.48059
443.375,443.6,443.375,66,443.59,2021-09-24T16:25:00Z,7545,443.492018
443.27,443.53,443.27,49,443.48,2021-09-24T16:30:00Z,4083,443.40704
443.38,443.455,443.28,42,443.28,2021-09-24T16:35:00Z,3405,443.368226
443.6,443.66,443.47,84,443.51,2021-09-24T16:40:00Z,6116,443.565027
443.65,443.66,443.52,64,443.62,2021-09-24T16:45:00Z,4946,443.609432
443.53,443.64,443.43,80,443.64,2021-09-24T16:50:00Z,7307,443.478755
443.47,443.47,443.37,46,443.47,2021-09-24T16:55:00Z,3321,443.421154
443.37,443.53,443.28,76,443.41,2021-09-24T17:00:00Z,8702,443.366296
443.28,443.42,443.28,56,443.31,2021-09-24T17:05:00Z,6509,443.335556
443.505,443.55,443.21,48,443.29,2021-09-24T17:10:00Z,6394,443.380454
443.32,443.48,443.29,49,443.48,2021-09-24T17:15:00Z,4220,443.357162
443.38,443.44,443.3,44,443.37,2021-09-24T17:20:00Z,3058,443.365909
443.48,443.48,443.33,41,443.345,2021-09-24T17:25:00Z,3449,443.409655
443.08,443.48,443.08,67,443.48,2021-09-24T17:30:00Z,6685,443.183224
443.195,443.195,443.02,50,443.09,2021-09-24T17:35:00Z,4156,443.084531
443.29,443.29,443.08,66,443.18,2021-09-24T17:40:00Z,7290,443.186397
443.21,443.32,443.175,41,443.21,2021-09-24T17:45:00Z,3679,443.254282
442.96,443.23,442.96,88,443.2,2021-09-24T17:50:00Z,9471,443.111646
442.805,443.0,442.79,71,442.98,2021-09-24T17:55:00Z,11767,442.912691
443.07,443.07,442.79,53,442.95,2021-09-24T18:00:00Z,4801,442.960855
442.945,443.21,442.94,55,443.11,2021-09-24T18:05:00Z,6011,443.097941
442.92,443.0,442.88,50,442.95,2021-09-24T18:10:00Z,4674,442.938603
443.07,443.13,442.88,44,442.88,2021-09-24T18:15:00Z,4957,443.057002
443.09,443.12,443.03,31,443.06,2021-09-24T18:20:00Z,2202,443.07
443.18,443.18,443.05,54,443.085,2021-09-24T18:25:00Z,4057,443.10973
443.28,443.28,443.16,32,443.16,2021-09-24T18:30:00Z,1800,443.202333
443.3,443.35,443.255,32,443.28,2021-09-24T18:35:00Z,2455,443.303182
443.31,443.325,443.25,45,443.315,2021-09-24T18:40:00Z,2830,443.295249
443.37,443.42,443.31,58,443.31,2021-09-24T18:45:00Z,3847,443.389394
443.62,443.62,443.42,79,443.42,2021-09-24T18:50:00Z,9826,443.555196
443.95,443.97,443.61,76,443.65,2021-09-24T18:55:00Z,10178,443.802664
443.59,443.88,443.59,105,443.86,2021-09-24T19:00:00Z,10943,443.665023
443.43,443.61,443.38,134,443.61,2021-09-24T19:05:00Z,15901,443.455484
443.595,443.595,443.39,96,443.44,2021-09-24T19:10:00Z,13200,443.453069
443.65,443.83,443.58,56,443.59,2021-09-24T19:15:00Z,10608,443.639803
444.12,444.25,443.63,116,443.63,2021-09-24T19:20:00Z,11802,444.072217
444.055,444.2,443.96,269,444.155,2021-09-24T19:25:00Z,23834,444.062314
444.2,444.34,444.12,221,444.12,2021-09-24T19:30:00Z,16391,444.235682
444.25,444.26,444.0,268,444.21,2021-09-24T19:35:00Z,26395,444.164295
444.4,444.42,444.21,301,444.265,2021-09-24T19:40:00Z,30934,444.313682
444.48,444.665,444.39,358,444.39,2021-09-24T19:45:00Z,45382,444.524891
444.24,444.495,444.22,443,444.46,2021-09-24T19:50:00Z,43442,444.371644
443.89,444.22,443.88,875,444.2,2021-09-24T19:55:00Z,107166,444.012724
444.02,444.06,443.99,8,443.99,2021-09-24T20:00:00Z,5130,444.011901
443.92,443.92,443.92,2,443.92,2021-09-24T20:05:00Z,3500,443.92
444.01,444.01,443.94,5,443.96,2021-09-24T20:10:00Z,4721,443.963177
443.94,443.96,443.94,6,443.96,2021-09-24T20:15:00Z,6100,443.950328
444.01,444.01,443.99,2,443.99,2021-09-24T20:20:00Z,3000,444.0
444.02,444.02,444.02,2,444.02,2021-09-24T20:35:00Z,600,444.02
442.45,442.5,442.45,8,442.5,2021-09-27T12:25:00Z,2700,442.479245
443.0,443.0,442.84,2,442.84,2021-09-27T13:25:00Z,350,442.885714
442.64,443.28,442.545,156,442.63,2021-09-27T13:30:00Z,34649,442.93689
442.44,442.84,442.17,111,442.49,2021-09-27T13:35:00Z,15297,442.574005
442.585,442.675,441.94,150,442.41,2021-09-27T13:40:00Z,21408,442.200716
442.96,443.16,442.345,163,442.49,2021-09-27T13:45:00Z,22328,442.907416
442.615,442.91,442.51,133,442.86,2021-09-27T13:50:00Z,20999,442.683257
442.91,443.2,442.49,82,442.8,2021-09-27T13:55:00Z,10459,442.859039
443.0,443.04,442.47,79,442.825,2021-09-27T14:00:00Z,6700,442.746661
443.17,443.44,442.795,59,442.84,2021-09-27T14:05:00Z,6929,443.188047
443.36,443.48,443.0,51,443.31,2021-09-27T14:10:00Z,6402,443.26784
443.535,443.61,443.31,101,443.38,2021-09-27T14:15:00Z,19239,443.482772
443.61,443.71,443.49,88,443.6,2021-09-27T14:20:00Z,17732,443.625217
443.8,443.82,443.45,119,443.61,2021-09-27T14:25:00Z,16818,443.601335
443.98,444.035,443.75,120,443.84,2021-09-27T14:30:00Z,14733,443.899168
443.8,443.975,443.64,57,443.92,2021-09-27T14:35:00Z,10578,443.777178
443.76,443.945,443.76,46,443.92,2021-09-27T14:40:00Z,4534,443.89441
443.83,443.96,443.61,69,443.83,2021-09-27T14:45:00Z,8498,443.800422
443.46,443.81,443.43,51,443.65,2021-09-27T14:50:00Z,7196,443.589204
443.21,443.41,443.18,76,443.4,2021-09-27T14:55:00Z,12333,443.306645
443.705,443.705,443.195,74,443.215,2021-09-27T15:00:00Z,8617,443.43156
443.305,443.8,443.305,44,443.8,2021-09-27T15:05:00Z,4145,443.550875
443.46,443.49,443.19,33,443.19,2021-09-27T15:10:00Z,2894,443.329616
443.315,443.53,443.28,36,443.38,2021-09-27T15:15:00Z,2679,443.406424
443.21,443.3,443.16,109,443.215,2021-09-27T15:20:00Z,15144,443.217641
443.01,443.22,442.9,67,443.22,2021-09-27T15:25:00Z,8766,443.064512
443.02,443.17,442.98,41,443.08,2021-09-27T15:30:00Z,3249,443.056209
442.98,443.21,442.9,58,443.14,2021-09-27T15:35:00Z,10526,443.038165
442.735,442.98,442.6,71,442.98,2021-09-27T15:40:00Z,15852,442.754058
442.595,442.69,442.32,108,442.615,2021-09-27T15:45:00Z,23002,442.445817
442.57,442.675,442.54,40,442.61,2021-09-27T15:50:00Z,3422,442.594421
442.755,442.755,442.51,60,442.585,2021-09-27T15:55:00Z,9623,442.584002
442.675,442.81,442.42,51,442.71,2021-09-27T16:00:00Z,8981,442.567255
442.845,442.9,442.77,40,442.77,2021-09-27T16:05:00Z,3443,442.826356
442.96,442.98,442.87,53,442.88,2021-09-27T16:10:00Z,7245,442.933703
443.17,443.31,442.925,83,442.96,2021-09-27T16:15:00Z,9859,443.081449
443.18,443.2,443.08,49,443.185,2021-09-27T16:20:00Z,3914,443.151471
443.14,443.205,443.09,55,443.205,2021-09-27T16:25:00Z,12239,443.178669
442.82,443.05,442.82,59,442.985,2021-09-27T16:30:00Z,9236,442.941307
442.73,442.76,442.65,69,442.69,2021-09-27T16:35:00Z,6415,442.714783
442.78,442.8,442.64,40,442.68,2021-09-27T16:40:00Z,3965,442.764004
442.3,442.705,442.24,75,442.705,2021-09-27T16:45:00Z,14988,442.451973
442.26,442.39,442.095,76,442.215,2021-09-27T16:50:00Z,28621,442.177377
442.34,442.42,442.205,101,442.31,2021-09-27T16:55:00Z,10407,442.25978
442.53,442.58,442.16,65,442.16,2021-09-27T17:00:00Z,8528,442.347131
442.74,442.77,442.7,33,442.74,2021-09-27T17:05:00Z,3309,442.727805
442.61,442.8,442.58,33,442.8,2021-09-27T17:10:00Z,3148,442.655238
443.14,443.14,442.73,63,442.73,2021-09-27T17:15:00Z,13822,442.983111
443.1,443.14,443.03,36,443.065,2021-09-27T17:20:00Z,2469,443.086054
443.085,443.105,443.0,35,443.105,2021-09-27T17:25:00Z,2535,443.065
442.9,443.09,442.89,55,443.09,2021-09-27T17:30:00Z,3689,442.982879
442.865,442.98,442.79,55,442.87,2021-09-27T17:35:00Z,4711,442.837501
442.91,443.03,442.91,21,442.93,2021-09-27T17:40:00Z,1342,442.962727
443.14,443.14,442.8,28,442.805,2021-09-27T17:45:00Z,4148,443.068924
443.21,443.27,443.04,48,443.1,2021-09-27T17:50:00Z,4626,443.11086
443.35,443.41,443.22,103,443.235,2021-09-27T17:55:00Z,13923,443.305145
443.4,443.56,443.4,76,443.45,2021-09-27T18:00:00Z,10057,443.493182
443.495,443.51,443.415,37,443.415,2021-09-27T18:05:00Z,2485,443.475625
443.46,443.5,443.3,37,443.495,2021-09-27T18:10:00Z,3888,443.369444
443.7,443.7,443.5,39,443.5,2021-09-27T18:15:00Z,10287,443.648676
443.48,443.66,443.48,44,443.62,2021-09-27T18:20:00Z,14665,443.568426
443.64,443.64,443.43,15,443.49,2021-09-27T18:25:00Z,723,443.503334
443.475,443.67,443.38,40,443.64,2021-09-27T18:30:00Z,13032,443.575643
443.28,443.44,443.22,52,443.44,2021-09-27T18:35:00Z,6747,443.281746
443.49,443.49,443.3,39,443.3,2021-09-27T18:40:00Z,7410,443.378264
443.345,443.59,443.33,28,443.485,2021-09-27T18:45:00Z,3253,443.42562
443.275,443.34,443.235,49,443.26,2021-09-27T18:50:00Z,7672,443.270959
443.185,443.44,443.14,121,443.27,2021-09-27T18:55:00Z,26470,443.245594
443.09,443.36,443.08,150,443.175,2021-09-27T19:00:00Z,14335,443.205502
443.32,443.34,443.05,128,443.085,2021-09-27T19:05:00Z,38685,443.189563
443.675,443.68,443.305,167,443.34,2021-09-27T19:10:00Z,24503,443.567474
443.61,443.66,443.47,147,443.64,2021-09-27T19:15:00Z,25964,443.607651
443.41,443.68,443.41,133,443.555,2021-09-27T19:20:00Z,34458,443.578113
443.23,443.39,443.23,107,443.38,2021-09-27T19:25:00Z,8001,443.313194
443.18,443.45,443.16,108,443.21,2021-09-27T19:30:00Z,12042,443.253778
443.25,443.39,443.12,93,443.175,2021-09-27T19:35:00Z,11593,443.211294
443.31,443.37,443.07,197,443.245,2021-09-27T19:40:00Z,26018,443.271832
442.86,443.31,442.86,165,443.31,2021-09-27T19:45:00Z,22511,443.017233
442.49,442.93,442.43,216,442.86,2021-09-27T19:50:00Z,32103,442.596803
442.66,442.72,442.32,626,442.485,2021-09-27T19:55:00Z,84119,442.576633
442.38,442.47,442.38,3,442.47,2021-09-27T20:00:00Z,1132,442.430247
442.33,442.33,442.33,2,442.33,2021-09-27T20:05:00Z,800,442.33
442.57,442.62,442.53,4,442.53,2021-09-27T20:10:00Z,2000,442.58
442.45,442.45,442.45,1,442.45,2021-09-27T20:15:00Z,500,442.45
442.37,442.37,442.35,2,442.35,2021-09-27T20:20:00Z,600,442.353333
442.35,442.35,442.35,1,442.35,2021-09-27T20:25:00Z,100,442.35
442.48,442.48,442.48,1,442.48,2021-09-27T20:30:00Z,500,442.48
442.46,442.46,442.46,1,442.46,2021-09-27T20:35:00Z,100,442.46
442.38,442.38,442.35,3,442.35,2021-09-27T20:40:00Z,300,442.366667
442.4,442.4,442.4,1,442.4,2021-09-27T20:45:00Z,100,442.4
442.28,442.4,442.28,3,442.39,2021-09-27T20:50:00Z,300,442.356667
442.33,442.33,442.29,5,442.29,2021-09-27T20:55:00Z,500,442.31
439.6,439.6,439.6,1,439.6,2021-09-28T12:00:00Z,1899,439.6
439.55,439.55,439.55,7,439.55,2021-09-28T12:15:00Z,9300,439.55
439.46,439.47,439.4,3,439.4,2021-09-28T13:05:00Z,1500,439.443333
439.77,439.77,439.27,2,439.27,2021-09-28T13:10:00Z,950,439.533158
439.92,439.92,439.92,1,439.92,2021-09-28T13:15:00Z,500,439.92
439.8,439.8,439.8,1,439.8,2021-09-28T13:20:00Z,600,439.8
439.61,439.61,439.61,1,439.61,2021-09-28T13:25:00Z,500,439.61
