c,h,l,n,o,t,v,vw
398.97,398.97,398.95,2,398.95,2022-05-10T20:40:00Z,200,398.96
398.7,398.7,398.65,7,398.65,2022-05-10T20:45:00Z,500,398.675
398.74,398.75,398.68,5,398.68,2022-05-10T20:50:00Z,500,398.714
398.88,398.88,398.74,4,398.74,2022-05-10T20:55:00Z,400,398.7775
398.75,399.23,398.75,6,399.16,2022-05-11T12:30:00Z,675,399.01
396.2,396.2,396.2,1,396.2,2022-05-11T12:45:00Z,100,396.2
395.07,395.07,394.54,10,394.56,2022-05-11T12:55:00Z,1700,394.922353
395.65,395.65,395.01,13,395.21,2022-05-11T13:00:00Z,2500,395.2736
396.13,396.43,395.64,18,395.64,2022-05-11T13:05:00Z,3275,395.95875
396.46,396.88,396.46,4,396.72,2022-05-11T13:10:00Z,900,396.657778
397.55,397.55,396.46,2,396.46,2022-05-11T13:15:00Z,300,397.186667
397.81,398.35,397.81,4,398.35,2022-05-11T13:20:00Z,825,398.013636
397.93,398.08,397.93,2,398.08,2022-05-11T13:25:00Z,400,398.005
397.17,399.66,396.87,385,398.05,2022-05-11T13:30:00Z,89188,398.394398
397.26,397.78,396.22,265,397.01,2022-05-11T13:35:00Z,67846,396.896293
400.45,400.56,396.64,291,396.93,2022-05-11T13:40:00Z,53289,398.851312
402.32,402.75,399.82,356,400.53,2022-05-11T13:45:00Z,62902,401.060073
402.38,403.16,401.77,425,402.36,2022-05-11T13:50:00Z,81114,402.411095
402.25,402.27,400.61,332,402.06,2022-05-11T13:55:00Z,61596,401.552875
402.25,402.43,400.85,317,402.04,2022-05-11T14:00:00Z,43136,401.746247
400.02,401.98,399.92,186,401.91,2022-05-11T14:05:00Z,19417,401.338083
400.96,401.52,399.69,240,400.08,2022-05-11T14:10:00Z,38151,400.343581
401.65,401.72,400.45,215,400.74,2022-05-11T14:15:00Z,20621,401.069861
402.905,403.31,401.23,319,401.72,2022-05-11T14:20:00Z,52919,402.872633
402.85,403.1,402.09,326,403.02,2022-05-11T14:25:00Z,56698,402.737485
402.14,402.98,401.46,212,402.64,2022-05-11T14:30:00Z,25754,401.991573
403.09,403.52,401.21,233,401.98,2022-05-11T14:35:00Z,36713,402.318303
403.77,403.88,402.88,241,403.16,2022-05-11T14:40:00Z,28521,403.368862
402.72,403.97,402.54,187,403.71,2022-05-11T14:45:00Z,20234,403.192176
401.51,402.7,400.79,336,402.52,2022-05-11T14:50:00Z,64227,401.94695
401.47,401.795,400.89,214,401.38,2022-05-11T14:55:00Z,25465,401.41271
401.11,401.66,400.405,173,401.48,2022-05-11T15:00:00Z,29291,400.888674
400.75,401.32,400.42,169,401.13,2022-05-11T15:05:00Z,17771,400.822875
401.6,401.6,400.57,124,400.74,2022-05-11T15:10:00Z,12904,401.067249
399.94,401.66,399.58,169,401.66,2022-05-11T15:15:00Z,16500,400.127328
401.09,401.17,399.95,185,400.02,2022-05-11T15:20:00Z,20207,400.625918
401.88,402.01,400.67,190,401.07,2022-05-11T15:25:00Z,23269,401.272015
401.91,402.325,401.62,181,401.88,2022-05-11T15:30:00Z,18525,402.014066
403.19,403.76,401.55,180,401.97,2022-05-11T15:35:00Z,17610,402.612948
402.89,403.55,402.79,135,403.29,2022-05-11T15:40:00Z,12249,403.195262
402.445,403.05,402.06,128,402.99,2022-05-11T15:45:00Z,17723,402.597745
401.58,402.31,401.32,120,402.27,2022-05-11T15:50:00Z,21930,401.777185
401.27,401.56,400.85,153,401.56,2022-05-11T15:55:00Z,12097,401.06432
400.82,401.35,400.645,151,401.23,2022-05-11T16:00:00Z,17033,400.976242
400.64,401.39,400.61,151,400.75,2022-05-11T16:05:00Z,12252,400.981219
400.495,400.83,400.02,219,400.61,2022-05-11T16:10:00Z,26929,400.339288
399.9,400.81,399.88,93,400.38,2022-05-11T16:15:00Z,9119,400.497095
401.42,401.61,399.78,144,399.84,2022-05-11T16:20:00Z,16094,400.766363
398.81,401.6,398.71,128,401.35,2022-05-11T16:25:00Z,15540,400.280081
398.78,399.12,398.365,213,398.83,2022-05-11T16:30:00Z,32552,398.7039
398.88,399.47,398.66,172,398.66,2022-05-11T16:35:00Z,20491,399.209165
398.38,399.63,398.15,121,398.93,2022-05-11T16:40:00Z,20009,399.073019
398.86,398.91,398.0,185,398.42,2022-05-11T16:45:00Z,30899,398.251493
397.555,398.83,397.555,80,398.83,2022-05-11T16:50:00Z,9621,397.934613
397.07,397.71,396.87,204,397.605,2022-05-11T16:55:00Z,32925,397.193293
396.43,397.02,396.36,215,396.93,2022-05-11T17:00:00Z,39587,396.723667
396.01,396.42,395.69,188,396.22,2022-05-11T17:05:00Z,33383,396.080307
396.22,396.69,396.18,109,396.36,2022-05-11T17:10:00Z,27809,396.485237
396.29,396.77,396.29,86,396.32,2022-05-11T17:15:00Z,21102,396.508764
396.88,396.89,395.55,118,396.23,2022-05-11T17:20:00Z,16231,396.01666
395.62,396.84,395.53,155,396.715,2022-05-11T17:25:00Z,34133,396.235614
396.07,396.13,395.29,125,395.61,2022-05-11T17:30:00Z,15522,395.783268
395.02,396.29,394.92,104,396.115,2022-05-11T17:35:00Z,16043,395.433534
394.68,395.05,394.6,143,394.92,2022-05-11T17:40:00Z,21428,394.806812
394.56,394.61,393.82,179,394.6,2022-05-11T17:45:00Z,36839,394.118335
394.26,394.87,394.02,172,394.495,2022-05-11T17:50:00Z,22119,394.425828
393.52,394.62,393.265,184,394.4,2022-05-11T17:55:00Z,29079,393.695934
395.32,395.32,393.85,384,394.21,2022-05-11T18:00:00Z,48959,394.75827
394.34,395.46,394.3,412,395.38,2022-05-11T18:05:00Z,51772,394.700806
394.99,394.99,394.02,202,394.29,2022-05-11T18:10:00Z,22798,394.577093
395.515,395.885,394.6,211,395.07,2022-05-11T18:15:00Z,28177,395.292545
396.21,396.38,394.63,231,395.52,2022-05-11T18:20:00Z,31544,395.444913
395.92,397.28,395.73,369,396.3,2022-05-11T18:25:00Z,46708,396.381725
397.0,397.0,395.39,216,395.97,2022-05-11T18:30:00Z,30866,396.022843
397.09,397.34,396.48,181,397.04,2022-05-11T18:35:00Z,30254,396.919588
397.95,397.95,396.29,189,396.92,2022-05-11T18:40:00Z,44416,397.521872
396.62,398.13,396.48,222,397.9,2022-05-11T18:45:00Z,34085,397.441506
395.45,396.83,395.37,299,396.6,2022-05-11T18:50:00Z,47975,395.924545
395.33,396.04,395.18,222,395.63,2022-05-11T18:55:00Z,44555,395.426365
394.62,395.48,394.57,260,395.3,2022-05-11T19:00:00Z,62296,394.822597
395.21,395.25,394.2,276,394.61,2022-05-11T19:05:00Z,37610,394.799984
394.79,395.57,394.59,216,395.21,2022-05-11T19:10:00Z,27370,394.964783
395.0,395.46,393.93,307,394.75,2022-05-11T19:15:00Z,62571,394.366142
394.36,395.17,394.3,211,394.95,2022-05-11T19:20:00Z,19793,394.63328
394.58,395.41,394.34,310,394.45,2022-05-11T19:25:00Z,36216,394.940164
394.48,395.17,394.25,370,394.71,2022-05-11T19:30:00Z,34252,394.705394
393.23,394.42,393.23,358,394.325,2022-05-11T19:35:00Z,33906,393.813928
393.36,393.8,393.09,561,393.29,2022-05-11T19:40:00Z,65424,393.415095
392.48,393.33,392.42,878,393.33,2022-05-11T19:45:00Z,118782,392.869907
392.465,392.92,391.99,1047,392.49,2022-05-11T19:50:00Z,158506,392.37036
392.72,392.815,392.09,1085,392.47,2022-05-11T19:55:00Z,131766,392.368946
392.64,392.9,392.64,14,392.74,2022-05-11T20:00:00Z,4456,392.722415
393.5,393.5,393.4,5,393.4,2022-05-11T20:05:00Z,600,393.46
393.67,393.67,393.67,1,393.67,2022-05-11T20:15:00Z,200,393.67
388.7,388.7,388.4,9,388.45,2022-05-12T12:00:00Z,627,388.49
389.67,390.38,389.67,6,390.38,2022-05-12T12:40:00Z,664,390.013931
389.4,389.4,389.39,3,389.39,2022-05-12T12:55:00Z,500,389.394
390.45,390.45,390.45,1,390.45,2022-05-12T13:20:00Z,100,390.45
389.9,389.9,389.9,1,389.9,2022-05-12T13:25:00Z,200,389.9
388.21,390.62,387.995,325,389.52,2022-05-12T13:30:00Z,65321,389.088939
387.33,388.8,387.13,311,387.97,2022-05-12T13:35:00Z,48875,387.711423
389.31,389.32,386.97,548,387.37,2022-05-12T13:40:00Z,139078,388.032272
389.57,391.28,388.41,307,389.01,2022-05-12T13:45:00Z,59100,390.062801
390.24,390.42,388.78,266,389.54,2022-05-12T13:50:00Z,35943,389.477289
388.57,389.86,387.96,519,389.86,2022-05-12T13:55:00Z,77615,388.614447
388.32,388.58,387.37,349,388.49,2022-05-12T14:00:00Z,55785,387.838854
390.99,391.4,388.42,244,388.42,2022-05-12T14:05:00Z,38640,390.096999
391.885,392.7,390.74,536,391.05,2022-05-12T14:10:00Z,94241,391.927177
391.62,392.28,390.84,390,391.835,2022-05-12T14:15:00Z,55112,391.432381
393.28,393.67,391.22,538,391.76,2022-05-12T14:20:00Z,87547,392.469839
391.865,393.36,391.69,262,393.23,2022-05-12T14:25:00Z,51159,392.592889
391.13,392.6,390.82,230,392.03,2022-05-12T14:30:00Z,33336,391.825744
392.37,392.53,390.95,213,391.49,2022-05-12T14:35:00Z,29082,391.725275
391.27,392.46,390.8,219,392.46,2022-05-12T14:40:00Z,25462,391.590181
392.09,392.39,390.89,170,391.27,2022-05-12T14:45:00Z,17766,391.807501
393.275,393.38,392.03,219,392.03,2022-05-12T14:50:00Z,28015,392.883596
394.02,394.22,393.12,375,393.17,2022-05-12T14:55:00Z,73854,393.862255
394.64,394.64,393.09,196,394.03,2022-05-12T15:00:00Z,41571,393.588138
395.56,395.59,394.09,170,394.655,2022-05-12T15:05:00Z,30420,394.681726
394.08,395.73,394.08,214,395.64,2022-05-12T15:10:00Z,33853,395.098034
393.88,394.23,393.46,127,394.08,2022-05-12T15:15:00Z,14866,393.922067
392.79,394.1,392.79,145,393.85,2022-05-12T15:20:00Z,17594,393.252386
393.02,393.49,392.59,135,392.93,2022-05-12T15:25:00Z,21345,393.062229
391.94,393.26,391.495,203,392.97,2022-05-12T15:30:00Z,29881,392.228939
392.58,392.79,391.69,175,392.02,2022-05-12T15:35:00Z,24491,392.085793
391.37,392.75,391.34,169,392.64,2022-05-12T15:40:00Z,38744,392.038871
390.37,391.43,390.29,185,391.35,2022-05-12T15:45:00Z,26529,390.802727
389.69,390.23,389.21,243,390.1,2022-05-12T15:50:00Z,51491,389.628416
388.7,389.68,388.685,160,389.56,2022-05-12T15:55:00Z,35203,389.250058
388.8,388.94,388.19,330,388.61,2022-05-12T16:00:00Z,59690,388.529803
389.2,389.39,388.46,243,388.95,2022-05-12T16:05:00Z,31219,388.997219
389.18,389.6,388.335,202,389.05,2022-05-12T16:10:00Z,42982,388.991775
389.1,389.53,388.32,179,389.08,2022-05-12T16:15:00Z,43064,388.858346
389.9,390.04,388.695,171,388.82,2022-05-12T16:20:00Z,27613,389.593026
390.565,390.79,389.75,227,389.78,2022-05-12T16:25:00Z,34336,390.442514
391.5,391.75,390.54,92,390.63,2022-05-12T16:30:00Z,11595,391.059726
391.27,391.905,391.21,122,391.72,2022-05-12T16:35:00Z,14416,391.507016
392.02,392.02,389.79,148,390.97,2022-05-12T16:40:00Z,19559,390.441001
391.23,392.33,391.13,121,392.09,2022-05-12T16:45:00Z,12644,391.940598
391.08,391.64,390.64,115,391.27,2022-05-12T16:50:00Z,22689,391.313991
390.32,391.78,390.32,72,391.23,2022-05-12T16:55:00Z,11715,391.250851
389.765,390.97,389.58,121,390.445,2022-05-12T17:00:00Z,21769,390.014408
389.41,389.84,389.23,133,389.72,2022-05-12T17:05:00Z,25953,389.537369
389.51,390.48,389.39,82,389.53,2022-05-12T17:10:00Z,9101,389.936653
389.14,390.14,388.86,115,389.74,2022-05-12T17:15:00Z,15874,389.433704
389.28,389.84,388.89,91,389.36,2022-05-12T17:20:00Z,13838,389.224351
389.09,389.54,388.81,47,389.25,2022-05-12T17:25:00Z,3194,389.120366
388.67,389.65,388.47,116,389.09,2022-05-12T17:30:00Z,9917,389.02167
387.92,388.87,387.75,137,388.59,2022-05-12T17:35:00Z,19196,388.163574
387.82,388.01,387.54,93,387.82,2022-05-12T17:40:00Z,18451,387.774822
386.575,387.85,386.54,174,387.67,2022-05-12T17:45:00Z,31188,387.073179
386.735,386.98,386.54,160,386.55,2022-05-12T17:50:00Z,25543,386.754235
387.0,387.61,386.38,165,386.69,2022-05-12T17:55:00Z,25750,386.995081
387.645,387.95,386.91,306,387.0,2022-05-12T18:00:00Z,52641,387.451436
386.13,387.49,386.07,277,387.485,2022-05-12T18:05:00Z,37549,386.631024
386.73,386.73,386.03,315,386.21,2022-05-12T18:10:00Z,58371,386.260501
387.24,387.27,386.38,339,386.62,2022-05-12T18:15:00Z,30055,386.725622
386.67,387.66,386.4,401,387.11,2022-05-12T18:20:00Z,33381,386.890851
386.96,387.32,386.3,497,386.62,2022-05-12T18:25:00Z,63541,386.846841
386.25,387.14,385.66,445,386.89,2022-05-12T18:30:00Z,55251,386.302291
385.47,386.18,385.38,470,386.115,2022-05-12T18:35:00Z,53894,385.790543
385.61,385.75,385.16,458,385.55,2022-05-12T18:40:00Z,37757,385.423733
385.58,386.27,385.51,532,385.68,2022-05-12T18:45:00Z,48222,385.790879
385.86,386.47,385.165,527,385.45,2022-05-12T18:50:00Z,41983,385.873726
385.77,386.17,385.38,624,385.87,2022-05-12T18:55:00Z,72413,385.629674
386.95,386.98,385.49,669,385.76,2022-05-12T19:00:00Z,74553,386.125085
386.2,387.0,385.84,595,386.96,2022-05-12T19:05:00Z,47841,386.269504
386.22,386.28,385.39,719,386.18,2022-05-12T19:10:00Z,58099,385.936883
387.9,388.16,386.18,730,386.18,2022-05-12T19:15:00Z,86897,387.237097
389.41,389.87,387.68,698,387.8,2022-05-12T19:20:00Z,108054,389.208823
388.22,390.31,388.07,700,389.3,2022-05-12T19:25:00Z,88160,389.426349
389.095,389.92,388.11,683,388.11,2022-05-12T19:30:00Z,68922,388.98646
389.8,389.84,388.43,815,389.03,2022-05-12T19:35:00Z,90366,389.170858
389.5,390.69,389.03,759,389.81,2022-05-12T19:40:00Z,86059,389.847545
389.46,390.4,389.14,754,389.44,2022-05-12T19:45:00Z,94272,389.768505
390.47,391.52,389.94,1007,390.05,2022-05-12T19:50:00Z,190674,390.868753
392.39,392.58,390.16,966,390.34,2022-05-12T19:55:00Z,140329,391.58578
392.36,392.44,392.11,21,392.44,2022-05-12T20:00:00Z,4994,392.31019
392.43,392.43,392.24,8,392.25,2022-05-12T20:05:00Z,800,392.308571
392.4,392.4,392.2,7,392.34,2022-05-12T20:10:00Z,7425,392.331327
392.16,392.16,392.16,11,392.16,2022-05-12T20:25:00Z,1244,392.16
397.67,397.67,397.67,2,397.67,2022-05-13T12:05:00Z,300,397.67
396.61,396.73,396.55,5,396.55,2022-05-13T13:25:00Z,1000,396.63
396.19,397.26,396.19,608,396.8,2022-05-13T13:30:00Z,110977,396.756807
396.89,397.5,395.625,416,396.17,2022-05-13T13:35:00Z,56667,396.694786
397.6,397.64,396.41,227,396.9,2022-05-13T13:40:00Z,42735,397.266174
397.06,397.88,396.87,132,397.62,2022-05-13T13:45:00Z,17307,397.274971
398.86,399.015,397.29,201,397.29,2022-05-13T13:50:00Z,28687,398.221546
398.6,399.03,398.29,196,399.03,2022-05-13T13:55:00Z,28877,398.694716
399.73,399.935,398.71,267,398.79,2022-05-13T14:00:00Z,41908,399.526435
399.73,399.895,399.14,354,399.745,2022-05-13T14:05:00Z,88489,399.687306
399.71,400.17,399.42,283,399.76,2022-05-13T14:10:00Z,49876,399.769026
399.8,399.95,399.25,185,399.76,2022-05-13T14:15:00Z,25046,399.663826
401.16,401.17,399.84,229,399.84,2022-05-13T14:20:00Z,58007,400.806021
401.01,401.475,400.95,256,401.15,2022-05-13T14:25:00Z,41311,401.239321
401.265,401.345,400.88,224,401.0,2022-05-13T14:30:00Z,23276,401.115269
401.04,401.435,400.84,188,401.26,2022-05-13T14:35:00Z,21291,401.175396
399.97,401.155,399.97,292,401.155,2022-05-13T14:40:00Z,42680,400.596618
400.13,400.45,399.39,236,399.965,2022-05-13T14:45:00Z,39615,399.958871
401.085,401.11,399.995,160,400.135,2022-05-13T14:50:00Z,14784,400.497943
400.95,401.305,400.69,214,401.125,2022-05-13T14:55:00Z,28997,400.970214
400.52,400.99,400.275,215,400.835,2022-05-13T15:00:00Z,22840,400.594039
401.0,401.15,400.59,121,400.605,2022-05-13T15:05:00Z,8588,400.956238
400.98,401.14,400.75,174,401.06,2022-05-13T15:10:00Z,16944,400.986085
400.49,400.95,400.315,202,400.95,2022-05-13T15:15:00Z,23717,400.570437
401.14,401.4,400.595,178,400.605,2022-05-13T15:20:00Z,15036,401.001474
401.49,401.6,401.05,206,401.17,2022-05-13T15:25:00Z,16365,401.39496
401.41,401.7,401.125,194,401.6,2022-05-13T15:30:00Z,17192,401.459727
401.7,401.73,401.3,147,401.4,2022-05-13T15:35:00Z,11672,401.48781
401.13,401.6,400.8,146,401.6,2022-05-13T15:40:00Z,16498,401.10039
401.03,401.24,400.82,157,401.24,2022-05-13T15:45:00Z,12146,400.989147
401.61,401.62,401.02,162,401.06,2022-05-13T15:50:00Z,14118,401.436545
401.585,401.69,401.39,183,401.6,2022-05-13T15:55:00Z,13327,401.567368
402.005,402.05,401.475,112,401.61,2022-05-13T16:00:00Z,8676,401.761188
402.67,402.67,402.0,186,402.03,2022-05-13T16:05:00Z,18323,402.377729
402.92,403.17,402.49,263,402.73,2022-05-13T16:10:00Z,25785,402.787598
402.57,403.025,402.57,180,402.92,2022-05-13T16:15:00Z,25372,402.803976
402.27,402.63,402.14,120,402.54,2022-05-13T16:20:00Z,11599,402.368191
402.225,402.23,401.775,93,402.105,2022-05-13T16:25:00Z,9415,401.986634
402.495,402.76,402.3,143,402.31,2022-05-13T16:30:00Z,23626,402.556011
402.56,402.625,402.43,100,402.5,2022-05-13T16:35:00Z,8229,402.544935
402.435,402.775,402.435,138,402.54,2022-05-13T16:40:00Z,12647,402.658051
401.86,402.45,401.83,123,402.34,2022-05-13T16:45:00Z,16905,402.130179
401.18,401.79,400.72,191,401.76,2022-05-13T16:50:00Z,22289,401.181745
401.725,401.77,401.21,139,401.21,2022-05-13T16:55:00Z,15837,401.608996
401.905,402.13,401.59,107,401.77,2022-05-13T17:00:00Z,8054,401.881767
401.42,401.78,401.28,165,401.78,2022-05-13T17:05:00Z,30259,401.458933
401.55,401.6,401.16,116,401.46,2022-05-13T17:10:00Z,18414,401.304601
401.0,401.53,400.9,99,401.53,2022-05-13T17:15:00Z,21028,401.221498
401.09,401.305,400.62,132,401.03,2022-05-13T17:20:00Z,14637,401.020253
400.87,401.45,400.87,92,401.45,2022-05-13T17:25:00Z,11985,401.050257
401.27,401.28,400.91,48,400.97,2022-05-13T17:30:00Z,4495,401.090052
400.64,401.12,400.58,104,401.12,2022-05-13T17:35:00Z,9920,400.765207
400.12,400.62,399.94,158,400.62,2022-05-13T17:40:00Z,48111,400.181973
400.355,400.37,399.685,110,400.06,2022-05-13T17:45:00Z,11441,399.984904
400.005,400.34,399.8,105,400.17,2022-05-13T17:50:00Z,11221,400.048185
399.46,399.99,399.14,187,399.99,2022-05-13T17:55:00Z,36176,399.500283
397.64,399.3,397.57,203,399.3,2022-05-13T18:00:00Z,42287,398.284834
398.35,398.46,397.205,241,397.62,2022-05-13T18:05:00Z,35465,397.90066
397.94,398.74,397.94,203,398.38,2022-05-13T18:10:00Z,46785,398.526674
398.66,398.67,397.73,101,398.06,2022-05-13T18:15:00Z,14015,398.111292
397.87,398.72,397.65,106,398.72,2022-05-13T18:20:00Z,12024,398.150154
398.03,398.16,397.55,141,398.065,2022-05-13T18:25:00Z,19064,397.88664
398.9,399.69,398.23,188,398.255,2022-05-13T18:30:00Z,33720,399.110175
398.605,399.02,398.3,105,398.91,2022-05-13T18:35:00Z,9624,398.626627
399.16,399.29,398.435,178,398.71,2022-05-13T18:40:00Z,20936,398.962655
398.71,399.15,398.45,117,399.15,2022-05-13T18:45:00Z,19940,398.807734
400.39,400.425,398.63,164,398.65,2022-05-13T18:50:00Z,24528,399.64817
400.47,400.57,400.19,181,400.57,2022-05-13T18:55:00Z,30480,400.354345
400.38,400.975,400.34,163,400.56,2022-05-13T19:00:00Z,16808,400.644405
401.17,401.19,400.35,185,400.35,2022-05-13T19:05:00Z,27706,401.081774
401.7,401.75,401.09,252,401.23,2022-05-13T19:10:00Z,38502,401.32861
401.865,402.14,401.42,202,401.65,2022-05-13T19:15:00Z,22132,401.789399
401.97,402.13,401.45,264,401.71,2022-05-13T19:20:00Z,39835,401.780675
402.36,402.42,401.7,275,401.97,2022-05-13T19:25:00Z,33466,402.096147
400.82,402.53,400.68,467,402.345,2022-05-13T19:30:00Z,63014,401.862969
400.97,401.51,400.325,389,400.79,2022-05-13T19:35:00Z,50591,401.055556
401.54,401.8,400.88,641,401.03,2022-05-13T19:40:00Z,103807,401.280067
401.18,401.98,400.6,687,401.545,2022-05-13T19:45:00Z,94102,401.369687
400.97,401.37,399.885,1110,401.22,2022-05-13T19:50:00Z,173842,400.476419
401.61,401.77,400.6,1071,401.015,2022-05-13T19:55:00Z,136451,401.070766
401.15,401.36,401.05,20,401.28,2022-05-13T20:00:00Z,3300,401.246857
401.0,401.05,400.9,6,400.9,2022-05-13T20:05:00Z,500,400.965
400.79,400.95,400.79,15,400.79,2022-05-13T20:10:00Z,2200,400.8135
401.1,401.1,400.87,6,400.87,2022-05-13T20:15:00Z,600,401.001667
401.39,401.39,401.25,6,401.305,2022-05-13T20:20:00Z,501,401.329
401.53,401.6,401.49,6,401.49,2022-05-13T20:25:00Z,500,401.535
401.6,401.63,401.56,5,401.63,2022-05-13T20:30:00Z,600,401.598333
401.56,401.69,401.56,7,401.62,2022-05-13T20:35:00Z,3800,401.633947
401.48,401.48,401.42,3,401.42,2022-05-13T20:40:00Z,300,401.45
401.32,401.52,401.32,5,401.52,2022-05-13T20:45:00Z,400,401.453333
400.85,400.85,400.85,1,400.85,2022-05-16T13:00:00Z,100,400.85
399.71,399.92,399.71,4,399.92,2022-05-16T13:20:00Z,329,399.78
399.78,400.87,399.43,279,400.02,2022-05-16T13:30:00Z,120288,400.306191
401.02,401.06,399.17,285,399.97,2022-05-16T13:35:00Z,63111,399.899458
399.63,401.27,399.46,334,401.14,2022-05-16T13:40:00Z,35327,400.612746
398.01,399.79,397.81,398,399.39,2022-05-16T13:45:00Z,77319,398.546356
398.94,399.21,397.62,345,398.06,2022-05-16T13:50:00Z,45713,398.38712
398.66,399.52,398.48,109,399.07,2022-05-16T13:55:00Z,16948,399.026629
398.58,398.82,397.67,204,398.58,2022-05-16T14:00:00Z,20799,398.215063
400.01,400.05,398.525,302,398.585,2022-05-16T14:05:00Z,57229,399.511986
400.01,400.8,399.71,217,400.02,2022-05-16T14:10:00Z,50461,400.303024
400.63,400.97,399.93,165,399.93,2022-05-16T14:15:00Z,20791,400.586405
400.87,401.25,400.6,198,400.72,2022-05-16T14:20:00Z,42433,401.019128
401.49,401.72,400.4,187,400.8,2022-05-16T14:25:00Z,40121,401.106787
400.1,401.51,399.82,180,401.47,2022-05-16T14:30:00Z,50148,400.491592
400.43,400.47,399.9,167,399.915,2022-05-16T14:35:00Z,29794,400.188133
400.06,400.41,399.57,140,400.39,2022-05-16T14:40:00Z,21696,400.002654
399.05,399.98,398.92,173,399.95,2022-05-16T14:45:00Z,30159,399.395849
398.87,399.26,398.69,93,398.95,2022-05-16T14:50:00Z,24313,398.949716
398.57,398.93,398.37,65,398.73,2022-05-16T14:55:00Z,7802,398.681376
398.59,398.81,398.2,117,398.47,2022-05-16T15:00:00Z,20387,398.456385
399.09,399.14,398.01,220,398.85,2022-05-16T15:05:00Z,36430,398.453146
398.96,399.33,398.77,113,398.98,2022-05-16T15:10:00Z,14344,399.139257
399.43,399.79,398.85,93,398.87,2022-05-16T15:15:00Z,19959,399.434374
399.27,399.36,398.84,105,399.34,2022-05-16T15:20:00Z,11738,399.129317
399.17,399.29,398.76,104,399.055,2022-05-16T15:25:00Z,10243,399.080756
399.68,399.68,398.53,86,399.11,2022-05-16T15:30:00Z,7233,399.09149
399.88,399.93,398.37,79,399.6,2022-05-16T15:35:00Z,14254,399.156555
400.58,400.58,399.2,76,399.65,2022-05-16T15:40:00Z,11500,399.761693
400.82,400.89,400.3,127,400.55,2022-05-16T15:45:00Z,17474,400.58341
401.43,401.45,400.44,132,400.83,2022-05-16T15:50:00Z,24987,401.049518
401.37,401.61,401.22,128,401.51,2022-05-16T15:55:00Z,11113,401.397422
401.81,402.04,401.3,93,401.56,2022-05-16T16:00:00Z,9452,401.619381
400.95,401.3,400.65,146,401.23,2022-05-16T16:05:00Z,31258,400.847481
400.55,401.04,400.51,101,401.02,2022-05-16T16:10:00Z,12025,400.750667
400.34,400.7,400.06,122,400.7,2022-05-16T16:15:00Z,17702,400.333748
400.1,400.55,399.99,69,400.45,2022-05-16T16:20:00Z,5744,400.304082
400.41,400.52,399.93,59,400.15,2022-05-16T16:25:00Z,8916,400.329714
400.53,400.65,400.13,97,400.43,2022-05-16T16:30:00Z,16816,400.456171
399.83,401.1,399.78,151,400.73,2022-05-16T16:35:00Z,28877,400.597647
